"ESNG"	"Symbol"	"cds_length"
"ENSG00000048342"	"CC2D2A"	20277
"ENSG00000048392"	"RRM2B"	7420
"ENSG00000048405"	"ZNF800"	7725
"ENSG00000048462"	"TNFRSF17"	1915
"ENSG00000048471"	"SNX29"	12147
"ENSG00000048540"	"LMO3"	33845
"ENSG00000048544"	"MRPS10"	2093
"ENSG00000048545"	"GUCA1A"	4757
"ENSG00000048649"	"RSF1"	22277
"ENSG00000048707"	"VPS13D"	27789
"ENSG00000048740"	"CELF2"	47789
"ENSG00000048828"	"FAM120A"	9646
"ENSG00000048991"	"R3HDM1"	17411
"ENSG00000049089"	"COL9A2"	6821
"ENSG00000049130"	"KITLG"	9487
"ENSG00000049167"	"ERCC8"	53315
"ENSG00000049192"	"ADAMTS6"	13649
"ENSG00000049239"	"H6PD"	16404
"ENSG00000049245"	"VAMP3"	3065
"ENSG00000049246"	"PER3"	13041
"ENSG00000049247"	"UTS2"	2290
"ENSG00000049249"	"TNFRSF9"	11759
"ENSG00000049283"	"EPN3"	12948
"ENSG00000049323"	"LTBP1"	12679
"ENSG00000049449"	"RCN1"	8878
"ENSG00000049540"	"ELN"	15403
"ENSG00000049541"	"RFC2"	5564
"ENSG00000049618"	"ARID1B"	92041
"ENSG00000049656"	"CLPTM1L"	10933
"ENSG00000049759"	"NEDD4L"	59489
"ENSG00000049768"	"FOXP3"	5281
"ENSG00000049769"	"PPP1R3F"	12180
"ENSG00000049860"	"HEXB"	7622
"ENSG00000049883"	"PTCD2"	19220
"ENSG00000050030"	"KIAA2022"	28430
"ENSG00000050130"	"JKAMP"	9932
"ENSG00000050165"	"DKK3"	19674
"ENSG00000050327"	"ARHGEF5"	8194
"ENSG00000050344"	"NFE2L3"	6285
"ENSG00000050393"	"MCUR1"	7001
"ENSG00000050405"	"LIMA1"	14626
"ENSG00000050426"	"LETMD1"	23635
"ENSG00000050438"	"SLC4A8"	22909
"ENSG00000050555"	"LAMC3"	10498
"ENSG00000050628"	"PTGER3"	13568
"ENSG00000050730"	"TNIP3"	5586
"ENSG00000050748"	"MAPK9"	18355
"ENSG00000050767"	"COL23A1"	6516
"ENSG00000050820"	"BCAR1"	24480
"ENSG00000051009"	"FAM160A2"	6531
"ENSG00000051108"	"HERPUD1"	12177
"ENSG00000051128"	"HOMER3"	6238
"ENSG00000051180"	"RAD51"	6900
"ENSG00000051341"	"POLQ"	9428
"ENSG00000051382"	"PIK3CB"	19507
"ENSG00000051523"	"CYBA"	5853
"ENSG00000051596"	"THOC3"	6299
"ENSG00000051620"	"HEBP2"	11325
"ENSG00000051825"	"MPHOSPH9"	16569
"ENSG00000052126"	"PLEKHA5"	14756
"ENSG00000052344"	"PRSS8"	4768
"ENSG00000052723"	"SIKE1"	8021
"ENSG00000052749"	"RRP12"	12103
"ENSG00000052795"	"FNIP2"	12130
"ENSG00000052802"	"MSMO1"	4643
"ENSG00000052841"	"TTC17"	17216
"ENSG00000052850"	"ALX4"	5723
"ENSG00000053108"	"FSTL4"	8869
"ENSG00000053254"	"FOXN3"	24476
"ENSG00000053328"	"METTL24"	3954
"ENSG00000053371"	"AKR7A2"	3257
"ENSG00000053372"	"MRTO4"	2888
"ENSG00000053438"	"NNAT"	3864
"ENSG00000053501"	"USE1"	4405
"ENSG00000053524"	"MCF2L2"	25774
"ENSG00000053702"	"NRIP2"	3525
"ENSG00000053747"	"LAMA3"	17891
"ENSG00000053770"	"AP5M1"	16404
"ENSG00000053900"	"ANAPC4"	12032
"ENSG00000053918"	"KCNQ1"	6595
"ENSG00000054116"	"TRAPPC3"	7130
"ENSG00000054118"	"THRAP3"	6155
"ENSG00000054148"	"PHPT1"	3492
"ENSG00000054179"	"ENTPD2"	3599
"ENSG00000054219"	"LY75"	9815
"ENSG00000054267"	"ARID4B"	18219
"ENSG00000054277"	"OPN3"	7072
"ENSG00000054282"	"SDCCAG8"	7112
"ENSG00000054356"	"PTPRN"	13839
"ENSG00000054392"	"HHAT"	9030
"ENSG00000054523"	"KIF1B"	31283
"ENSG00000054598"	"FOXC1"	3982
"ENSG00000054611"	"TBC1D22A"	11925
"ENSG00000054654"	"SYNE2"	40684
"ENSG00000054690"	"PLEKHH1"	23319
"ENSG00000054793"	"ATP9A"	8070
"ENSG00000054796"	"SPO11"	3049
"ENSG00000054803"	"CBLN4"	3151
"ENSG00000054938"	"CHRDL2"	4616
"ENSG00000054965"	"FAM168A"	9255
"ENSG00000054967"	"RELT"	11188
"ENSG00000054983"	"GALC"	9922
"ENSG00000055044"	"NOP58"	4524
"ENSG00000055070"	"SZRD1"	9952
"ENSG00000055118"	"KCNH2"	12128
"ENSG00000055130"	"CUL1"	12427
"ENSG00000055147"	"FAM114A2"	12504
"ENSG00000055163"	"CYFIP2"	17780
"ENSG00000055208"	"TAB2"	15624
"ENSG00000055211"	"GINM1"	2580
"ENSG00000055332"	"EIF2AK2"	15520
"ENSG00000055483"	"USP36"	23955
"ENSG00000055609"	"KMT2C"	132860
"ENSG00000055732"	"MCOLN3"	11650
"ENSG00000055813"	"CCDC85A"	4108
"ENSG00000055917"	"PUM2"	12624
"ENSG00000055950"	"MRPL43"	7813
"ENSG00000055955"	"ITIH4"	8087
"ENSG00000055957"	"ITIH1"	7527
"ENSG00000056050"	"HPF1"	2081
"ENSG00000056097"	"ZFR"	12116
"ENSG00000056277"	"ZNF280C"	4740
"ENSG00000056291"	"NPFFR2"	5728
"ENSG00000056487"	"PHF21B"	9821
"ENSG00000056558"	"TRAF1"	4604
"ENSG00000056586"	"RC3H2"	17036
"ENSG00000056736"	"IL17RB"	4321
"ENSG00000056972"	"TRAF3IP2"	14792
"ENSG00000056998"	"GYG2"	7991
"ENSG00000057019"	"DCBLD2"	15040
"ENSG00000057149"	"SERPINB3"	2600
"ENSG00000057252"	"SOAT1"	12219
"ENSG00000057294"	"PKP2"	8408
"ENSG00000057468"	"MSH4"	3250
"ENSG00000057593"	"F7"	9282
"ENSG00000057608"	"GDI2"	7081
"ENSG00000057657"	"PRDM1"	13028
"ENSG00000057663"	"ATG5"	8072
"ENSG00000057704"	"TMCC3"	10221
"ENSG00000057757"	"PITHD1"	2350
"ENSG00000057935"	"MTA3"	18785
"ENSG00000058056"	"USP13"	25224
"ENSG00000058063"	"ATP11B"	12315
"ENSG00000058085"	"LAMC2"	7595
"ENSG00000058091"	"CDK14"	15369
"ENSG00000058262"	"SEC61A1"	8076
"ENSG00000058272"	"PPP1R12A"	21222
"ENSG00000058335"	"RASGRF1"	14447
"ENSG00000058404"	"CAMK2B"	15932
"ENSG00000058453"	"CROCC"	11131
"ENSG00000058600"	"POLR3E"	16231
"ENSG00000058668"	"ATP2B4"	20766
"ENSG00000058673"	"ZC3H11A"	29182
"ENSG00000058729"	"RIOK2"	7402
"ENSG00000058799"	"YIPF1"	3435
"ENSG00000058804"	"NDC1"	4901
"ENSG00000058866"	"DGKG"	13727
"ENSG00000059122"	"FLYWCH1"	18913
"ENSG00000059145"	"UNKL"	16991
"ENSG00000059377"	"TBXAS1"	11305
"ENSG00000059378"	"PARP12"	9098
"ENSG00000059573"	"ALDH18A1"	5173
"ENSG00000059588"	"TARBP1"	10505
"ENSG00000059691"	"GATB"	16877
"ENSG00000059728"	"MXD1"	12751
"ENSG00000059758"	"CDK17"	8488
"ENSG00000059769"	"DNAJC25"	4616
"ENSG00000059804"	"SLC2A3"	13004
"ENSG00000059915"	"PSD"	9164
"ENSG00000060069"	"CTDP1"	9579
"ENSG00000060138"	"YBX3"	13945
"ENSG00000060140"	"STYK1"	4226
"ENSG00000060237"	"WNK1"	34292
"ENSG00000060303"	"RPS17P5"	407
"ENSG00000060339"	"CCAR1"	10118
"ENSG00000060491"	"OGFR"	5235
"ENSG00000060558"	"GNA15"	3170
"ENSG00000060566"	"CREB3L3"	4427
"ENSG00000060642"	"PIGV"	31859
"ENSG00000060656"	"PTPRU"	11618
"ENSG00000060688"	"SNRNP40"	6244
"ENSG00000060709"	"RIMBP2"	16807
"ENSG00000060718"	"COL11A1"	16936
"ENSG00000060749"	"QSER1"	15797
"ENSG00000060762"	"MPC1"	2861
"ENSG00000060971"	"ACAA1"	14586
"ENSG00000060982"	"BCAT1"	20233
"ENSG00000061273"	"HDAC7"	17978
"ENSG00000061337"	"LZTS1"	7193
"ENSG00000061455"	"PRDM6"	10131
"ENSG00000061492"	"WNT8A"	4688
"ENSG00000061656"	"SPAG4"	4822
"ENSG00000061676"	"NCKAP1"	24995
"ENSG00000061794"	"MRPS35"	3862
"ENSG00000061918"	"GUCY1B3"	8453
"ENSG00000061936"	"SFSWAP"	17159
"ENSG00000061938"	"TNK2"	26191
"ENSG00000061987"	"MON2"	27399
"ENSG00000062038"	"CDH3"	9210
"ENSG00000062096"	"ARSF"	2725
"ENSG00000062194"	"GPBP1"	11656
"ENSG00000062282"	"DGAT2"	13546
"ENSG00000062370"	"ZNF112"	8190
"ENSG00000062485"	"CS"	16858
"ENSG00000062524"	"LTK"	6880
"ENSG00000062582"	"MRPS24"	3953
"ENSG00000062598"	"ELMO2"	11701
"ENSG00000062650"	"WAPL"	8178
"ENSG00000062716"	"VMP1"	13698
"ENSG00000062725"	"APPBP2"	11617
"ENSG00000062822"	"POLD1"	8796
"ENSG00000063015"	"SEZ6"	11924
"ENSG00000063046"	"EIF4B"	8388
"ENSG00000063127"	"SLC6A16"	5499
"ENSG00000063169"	"GLTSCR1"	13277
"ENSG00000063176"	"SPHK2"	15561
"ENSG00000063177"	"RPL18"	11402
"ENSG00000063180"	"CA11"	2533
"ENSG00000063241"	"ISOC2"	6816
"ENSG00000063244"	"U2AF2"	6488
"ENSG00000063245"	"EPN1"	19587
"ENSG00000063322"	"MED29"	12158
"ENSG00000063438"	"AHRR"	19838
"ENSG00000063515"	"GSC2"	2622
"ENSG00000063587"	"ZNF275"	25261
"ENSG00000063601"	"MTMR1"	10230
"ENSG00000063660"	"GPC1"	9442
"ENSG00000063761"	"ADCK1"	8594
"ENSG00000063854"	"HAGH"	9049
"ENSG00000063978"	"RNF4"	13747
"ENSG00000064012"	"CASP8"	11612
"ENSG00000064042"	"LIMCH1"	26983
"ENSG00000064102"	"ASUN"	4652
"ENSG00000064115"	"TM7SF3"	9323
"ENSG00000064195"	"DLX3"	3431
"ENSG00000064199"	"SPA17"	6176
"ENSG00000064201"	"TSPAN32"	8818
"ENSG00000064205"	"WISP2"	7894
"ENSG00000064218"	"DMRT3"	2987
"ENSG00000064225"	"ST3GAL6"	17089
"ENSG00000064270"	"ATP2C2"	10881
"ENSG00000064300"	"NGFR"	4883
"ENSG00000064309"	"CDON"	46738
"ENSG00000064313"	"TAF2"	32937
"ENSG00000064393"	"HIPK2"	18163
"ENSG00000064419"	"TNPO3"	8006
"ENSG00000064489"	"BORCS8-MEF2B"	3686
"ENSG00000064490"	"RFXANK"	6489
"ENSG00000064545"	"TMEM161A"	8358
"ENSG00000064547"	"LPAR2"	8246
"ENSG00000064601"	"CTSA"	38969
"ENSG00000064607"	"SUGP2"	19377
"ENSG00000064651"	"SLC12A2"	15699
"ENSG00000064652"	"SNX24"	6039
"ENSG00000064655"	"EYA2"	4323
"ENSG00000064666"	"CNN2"	9312
"ENSG00000064687"	"ABCA7"	17092
"ENSG00000064692"	"SNCAIP"	12510
"ENSG00000064703"	"DDX20"	50211
"ENSG00000064726"	"BTBD1"	5224
"ENSG00000064763"	"FAR2"	36338
"ENSG00000064787"	"BCAS1"	16636
"ENSG00000064835"	"POU1F1"	2188
"ENSG00000064886"	"CHI3L2"	6159
"ENSG00000064932"	"SBNO2"	10273
"ENSG00000064933"	"PMS1"	9569
"ENSG00000064961"	"HMG20B"	10607
"ENSG00000064989"	"CALCRL"	12151
"ENSG00000064995"	"TAF11"	21206
"ENSG00000064999"	"ANKS1A"	9604
"ENSG00000065000"	"AP3D1"	18431
"ENSG00000065029"	"ZNF76"	12323
"ENSG00000065054"	"SLC9A3R2"	6735
"ENSG00000065057"	"NTHL1"	4986
"ENSG00000065060"	"UHRF1BP1"	9546
"ENSG00000065135"	"GNAI3"	9035
"ENSG00000065150"	"IPO5"	18866
"ENSG00000065154"	"OAT"	4354
"ENSG00000065183"	"WDR3"	10544
"ENSG00000065243"	"PKN2"	8324
"ENSG00000065268"	"WDR18"	5203
"ENSG00000065308"	"TRAM2"	7036
"ENSG00000065320"	"NTN1"	6473
"ENSG00000065325"	"GLP2R"	6922
"ENSG00000065328"	"MCM10"	8917
"ENSG00000065357"	"DGKA"	27080
"ENSG00000065361"	"ERBB3"	31782
"ENSG00000065371"	"ROPN1"	8916
"ENSG00000065413"	"ANKRD44"	17107
"ENSG00000065427"	"KARS"	6326
"ENSG00000065457"	"ADAT1"	9936
"ENSG00000065485"	"PDIA5"	5504
"ENSG00000065491"	"TBC1D22B"	3449
"ENSG00000065518"	"NDUFB4"	4030
"ENSG00000065526"	"SPEN"	15961
"ENSG00000065534"	"MYLK"	77788
"ENSG00000065548"	"ZC3H15"	5069
"ENSG00000065559"	"MAP2K4"	12990
"ENSG00000065600"	"TMEM206"	4273
"ENSG00000065609"	"SNAP91"	13852
"ENSG00000065613"	"SLK"	9063
"ENSG00000065615"	"CYB5R4"	9847
"ENSG00000065618"	"COL17A1"	9665
"ENSG00000065621"	"GSTO2"	17310
"ENSG00000065665"	"SEC61A2"	8984
"ENSG00000065675"	"PRKCQ"	4546
"ENSG00000065717"	"TLE2"	8973
"ENSG00000065802"	"ASB1"	10343
"ENSG00000065809"	"FAM107B"	20974
"ENSG00000065833"	"ME1"	3324
"ENSG00000065882"	"TBC1D1"	15395
"ENSG00000065883"	"CDK13"	44498
"ENSG00000065911"	"MTHFD2"	31429
"ENSG00000065923"	"SLC9A7"	13611
"ENSG00000065970"	"FOXJ2"	7380
"ENSG00000065978"	"YBX1"	4349
"ENSG00000065989"	"PDE4A"	11608
"ENSG00000066027"	"PPP2R5A"	4437
"ENSG00000066032"	"CTNNA2"	12368
"ENSG00000066044"	"ELAVL1"	8775
"ENSG00000066056"	"TIE1"	9904
"ENSG00000066084"	"DIP2B"	11351
"ENSG00000066117"	"SMARCD1"	10698
"ENSG00000066135"	"KDM4A"	5671
"ENSG00000066136"	"NFYC"	15583
"ENSG00000066185"	"ZMYND12"	3129
"ENSG00000066230"	"SLC9A3"	9397
"ENSG00000066248"	"NGEF"	5811
"ENSG00000066279"	"ASPM"	15678
"ENSG00000066294"	"CD84"	17672
"ENSG00000066322"	"ELOVL1"	7602
"ENSG00000066336"	"SPI1"	3845
"ENSG00000066379"	"ZNRD1"	5160
"ENSG00000066382"	"MPPED2"	10426
"ENSG00000066405"	"CLDN18"	8149
"ENSG00000066422"	"ZBTB11"	14640
"ENSG00000066427"	"ATXN3"	15582
"ENSG00000066455"	"GOLGA5"	4101
"ENSG00000066468"	"FGFR2"	40979
"ENSG00000066557"	"LRRC40"	2828
"ENSG00000066583"	"ISOC1"	2396
"ENSG00000066629"	"EML1"	16017
"ENSG00000066651"	"TRMT11"	7554
"ENSG00000066654"	"THUMPD1"	11796
"ENSG00000066697"	"MSANTD3"	6674
"ENSG00000066735"	"KIF26A"	7122
"ENSG00000066739"	"ATG2B"	15290
"ENSG00000066777"	"ARFGEF1"	15022
"ENSG00000066813"	"ACSM2B"	14777
"ENSG00000066827"	"ZFAT"	14038
"ENSG00000066855"	"MTFR1"	8573
"ENSG00000066923"	"STAG3"	13344
"ENSG00000066926"	"FECH"	22896
"ENSG00000066933"	"MYO9A"	34617
"ENSG00000067048"	"DDX3Y"	7810
"ENSG00000067057"	"PFKP"	10894
"ENSG00000067064"	"IDI1"	7917
"ENSG00000067066"	"SP100"	19700
"ENSG00000067082"	"KLF6"	13445
"ENSG00000067113"	"PLPP1"	3008
"ENSG00000067141"	"NEO1"	13235
"ENSG00000067167"	"TRAM1"	6545
"ENSG00000067177"	"PHKA1"	10561
"ENSG00000067182"	"TNFRSF1A"	10164
"ENSG00000067191"	"CACNB1"	13311
"ENSG00000067208"	"EVI5"	9154
"ENSG00000067221"	"STOML1"	16970
"ENSG00000067225"	"PKM"	16280
"ENSG00000067248"	"DHX29"	6345
"ENSG00000067334"	"DNTTIP2"	9641
"ENSG00000067365"	"METTL22"	11550
"ENSG00000067369"	"TP53BP1"	17763
"ENSG00000067445"	"TRO"	14934
"ENSG00000067533"	"RRP15"	8250
"ENSG00000067560"	"RHOA"	10376
"ENSG00000067596"	"DHX8"	13000
"ENSG00000067601"	"PMS2P4"	16964
"ENSG00000067606"	"PRKCZ"	12009
"ENSG00000067646"	"ZFY"	11200
"ENSG00000067704"	"IARS2"	4589
"ENSG00000067715"	"SYT1"	10568
"ENSG00000067798"	"NAV3"	21849
"ENSG00000067829"	"IDH3G"	5585
"ENSG00000067836"	"ROGDI"	9797
"ENSG00000067840"	"PDZD4"	8786
"ENSG00000067842"	"ATP2B3"	17790
"ENSG00000067900"	"ROCK1"	13900
"ENSG00000067955"	"CBFB"	17477
"ENSG00000067992"	"PDK3"	23780
"ENSG00000068001"	"HYAL2"	11144
"ENSG00000068024"	"HDAC4"	21303
"ENSG00000068028"	"RASSF1"	9937
"ENSG00000068078"	"FGFR3"	10115
"ENSG00000068079"	"IFI35"	4001
"ENSG00000068097"	"HEATR6"	11079
"ENSG00000068120"	"COASY"	11033
"ENSG00000068137"	"PLEKHH3"	9320
"ENSG00000068305"	"MEF2A"	25424
"ENSG00000068308"	"OTUD5"	8189
"ENSG00000068323"	"TFE3"	5079
"ENSG00000068354"	"TBC1D25"	5566
"ENSG00000068366"	"ACSL4"	35607
"ENSG00000068383"	"INPP5A"	4835
"ENSG00000068394"	"GPKOW"	1647
"ENSG00000068400"	"GRIPAP1"	9935
"ENSG00000068438"	"FTSJ1"	7806
"ENSG00000068489"	"PRR11"	9904
"ENSG00000068615"	"REEP1"	29355
"ENSG00000068650"	"ATP11A"	36204
"ENSG00000068654"	"POLR1A"	24884
"ENSG00000068697"	"LAPTM4A"	1744
"ENSG00000068724"	"TTC7A"	24012
"ENSG00000068745"	"IP6K2"	19679
"ENSG00000068781"	"STON1-GTF2A1L"	6755
"ENSG00000068784"	"SRBD1"	6138
"ENSG00000068796"	"KIF2A"	18606
"ENSG00000068831"	"RASGRP2"	11572
"ENSG00000068878"	"PSME4"	14399
"ENSG00000068885"	"IFT80"	14903
"ENSG00000068903"	"SIRT2"	13999
"ENSG00000068912"	"ERLEC1"	29086
"ENSG00000068971"	"PPP2R5B"	3970
"ENSG00000068976"	"PYGM"	5537
"ENSG00000068985"	"PAGE1"	653
"ENSG00000069011"	"PITX1"	5335
"ENSG00000069018"	"TRPC7"	5073
"ENSG00000069020"	"MAST4"	30260
"ENSG00000069122"	"ADGRF5"	8184
"ENSG00000069188"	"SDK2"	13736
"ENSG00000069206"	"ADAM7"	5859
"ENSG00000069248"	"NUP133"	6943
"ENSG00000069275"	"NUCKS1"	6618
"ENSG00000069329"	"VPS35"	15342
"ENSG00000069345"	"DNAJA2"	6647
"ENSG00000069399"	"BCL3"	5931
"ENSG00000069424"	"KCNAB2"	55404
"ENSG00000069431"	"ABCC9"	26458
"ENSG00000069482"	"GAL"	1387
"ENSG00000069493"	"CLEC2D"	11927
"ENSG00000069509"	"FUNDC1"	1911
"ENSG00000069535"	"MAOB"	3301
"ENSG00000069667"	"RORA"	19906
"ENSG00000069696"	"DRD4"	1641
"ENSG00000069702"	"TGFBR3"	14647
"ENSG00000069764"	"PLA2G10"	958
"ENSG00000069812"	"HES2"	7639
"ENSG00000069849"	"ATP1B3"	6663
"ENSG00000069869"	"NEDD4"	19130
"ENSG00000069943"	"PIGB"	7543
"ENSG00000069956"	"MAPK6"	13497
"ENSG00000069966"	"GNB5"	18820
"ENSG00000069974"	"RAB27A"	7622
"ENSG00000069998"	"CECR5"	9621
"ENSG00000070010"	"UFD1L"	10647
"ENSG00000070018"	"LRP6"	15755
"ENSG00000070019"	"GUCY2C"	4642
"ENSG00000070031"	"SCT"	522
"ENSG00000070047"	"PHRF1"	7312
"ENSG00000070061"	"IKBKAP"	46034
"ENSG00000070081"	"NUCB2"	12101
"ENSG00000070087"	"PFN2"	13946
"ENSG00000070159"	"PTPN3"	14738
"ENSG00000070182"	"SPTB"	20324
"ENSG00000070190"	"DAPP1"	8631
"ENSG00000070193"	"FGF10"	7239
"ENSG00000070214"	"SLC44A1"	28794
"ENSG00000070269"	"TMEM260"	12831
"ENSG00000070366"	"SMG6"	19770
"ENSG00000070367"	"EXOC5"	23643
"ENSG00000070371"	"CLTCL1"	13014
"ENSG00000070388"	"FGF22"	4219
"ENSG00000070404"	"FSTL3"	6231
"ENSG00000070413"	"DGCR2"	11511
"ENSG00000070423"	"RNF126"	6765
"ENSG00000070444"	"MNT"	11380
"ENSG00000070476"	"ZXDC"	11007
"ENSG00000070495"	"JMJD6"	8955
"ENSG00000070501"	"POLB"	6453
"ENSG00000070526"	"ST6GALNAC1"	6735
"ENSG00000070540"	"WIPI1"	6927
"ENSG00000070601"	"FRMPD1"	5981
"ENSG00000070610"	"GBA2"	9860
"ENSG00000070614"	"NDST1"	12793
"ENSG00000070669"	"ASNS"	10337
"ENSG00000070718"	"AP3M2"	12761
"ENSG00000070729"	"CNGB1"	9245
"ENSG00000070731"	"ST6GALNAC2"	4770
"ENSG00000070748"	"CHAT"	8569
"ENSG00000070756"	"PABPC1"	24089
"ENSG00000070759"	"TESK2"	5582
"ENSG00000070761"	"CFAP20"	5062
"ENSG00000070770"	"CSNK2A2"	11978
"ENSG00000070778"	"PTPN21"	10064
"ENSG00000070785"	"EIF2B3"	4352
"ENSG00000070808"	"CAMK2A"	26516
"ENSG00000070814"	"TCOF1"	20467
"ENSG00000070831"	"CDC42"	21103
"ENSG00000070882"	"OSBPL3"	11351
"ENSG00000070886"	"EPHA8"	5917
"ENSG00000070915"	"SLC12A3"	8970
"ENSG00000070950"	"RAD18"	9004
"ENSG00000070961"	"ATP2B1"	17218
"ENSG00000070985"	"TRPM5"	4664
"ENSG00000071051"	"NCK2"	5245
"ENSG00000071054"	"MAP4K4"	20049
"ENSG00000071073"	"MGAT4A"	13151
"ENSG00000071082"	"RPL31"	7965
"ENSG00000071127"	"WDR1"	12226
"ENSG00000071189"	"SNX13"	21865
"ENSG00000071203"	"MS4A12"	2789
"ENSG00000071205"	"ARHGAP10"	12826
"ENSG00000071242"	"RPS6KA2"	15132
"ENSG00000071243"	"ING3"	7524
"ENSG00000071246"	"VASH1"	9410
"ENSG00000071282"	"LMCD1"	11283
"ENSG00000071462"	"WBSCR22"	12408
"ENSG00000071537"	"SEL1L"	10671
"ENSG00000071539"	"TRIP13"	4177
"ENSG00000071553"	"ATP6AP1"	11488
"ENSG00000071564"	"TCF3"	23345
"ENSG00000071575"	"TRIB2"	5549
"ENSG00000071626"	"DAZAP1"	13496
"ENSG00000071655"	"MBD3"	13996
"ENSG00000071677"	"PRLH"	262
"ENSG00000071794"	"HLTF"	8818
"ENSG00000071859"	"FAM50A"	3673
"ENSG00000071889"	"FAM3A"	15846
"ENSG00000071894"	"CPSF1"	9689
"ENSG00000071909"	"MYO3B"	12638
"ENSG00000071967"	"CYBRD1"	10618
"ENSG00000071991"	"CDH19"	8251
"ENSG00000071994"	"PDCD2"	15406
"ENSG00000072041"	"SLC6A15"	53006
"ENSG00000072042"	"RDH11"	11297
"ENSG00000072062"	"PRKACA"	15603
"ENSG00000072071"	"ADGRL1"	10919
"ENSG00000072080"	"SPP2"	1730
"ENSG00000072110"	"ACTN1"	30103
"ENSG00000072121"	"ZFYVE26"	20260
"ENSG00000072133"	"RPS6KA6"	15289
"ENSG00000072134"	"EPN2"	20398
"ENSG00000072135"	"PTPN18"	13096
"ENSG00000072163"	"LIMS2"	16453
"ENSG00000072182"	"ASIC4"	8571
"ENSG00000072195"	"SPEG"	28693
"ENSG00000072201"	"LNX1"	7925
"ENSG00000072210"	"ALDH3A2"	57229
"ENSG00000072274"	"TFRC"	12496
"ENSG00000072310"	"SREBF1"	17412
"ENSG00000072315"	"TRPC5"	12132
"ENSG00000072364"	"AFF4"	13607
"ENSG00000072401"	"UBE2D1"	7023
"ENSG00000072415"	"MPP5"	23003
"ENSG00000072422"	"RHOBTB1"	6196
"ENSG00000072501"	"SMC1A"	11999
"ENSG00000072506"	"HSD17B10"	7316
"ENSG00000072518"	"MARK2"	28096
"ENSG00000072571"	"HMMR"	5424
"ENSG00000072609"	"CHFR"	36379
"ENSG00000072657"	"TRHDE"	12736
"ENSG00000072682"	"P4HA2"	16680
"ENSG00000072694"	"FCGR2B"	10245
"ENSG00000072736"	"NFATC3"	19431
"ENSG00000072756"	"TRNT1"	12787
"ENSG00000072778"	"ACADVL"	17393
"ENSG00000072786"	"STK10"	14304
"ENSG00000072803"	"FBXW11"	10738
"ENSG00000072818"	"ACAP1"	10423
"ENSG00000072832"	"CRMP1"	8984
"ENSG00000072840"	"EVC"	8139
"ENSG00000072849"	"DERL2"	9541
"ENSG00000072858"	"SIDT1"	9916
"ENSG00000072864"	"NDE1"	18939
"ENSG00000072952"	"MRVI1"	15637
"ENSG00000072954"	"TMEM38A"	3514
"ENSG00000072958"	"AP1M1"	18914
"ENSG00000073008"	"PVR"	9192
"ENSG00000073050"	"XRCC1"	4330
"ENSG00000073060"	"SCARB1"	26196
"ENSG00000073067"	"CYP2W1"	5105
"ENSG00000073111"	"MCM2"	6757
"ENSG00000073146"	"MOV10L1"	9965
"ENSG00000073150"	"PANX2"	4943
"ENSG00000073169"	"SELO"	2580
"ENSG00000073282"	"TP63"	9388
"ENSG00000073331"	"ALPK1"	19788
"ENSG00000073350"	"LLGL2"	13384
"ENSG00000073417"	"PDE8A"	12728
"ENSG00000073464"	"CLCN4"	12588
"ENSG00000073536"	"NLE1"	11100
"ENSG00000073578"	"SDHA"	13702
"ENSG00000073584"	"SMARCE1"	74959
"ENSG00000073598"	"FNDC8"	1348
"ENSG00000073605"	"GSDMB"	10226
"ENSG00000073614"	"KDM5A"	15230
"ENSG00000073670"	"ADAM11"	8224
"ENSG00000073711"	"PPP2R3A"	8831
"ENSG00000073712"	"FERMT2"	19160
"ENSG00000073734"	"ABCB11"	10284
"ENSG00000073737"	"DHRS9"	5855
"ENSG00000073754"	"CD5L"	2670
"ENSG00000073756"	"PTGS2"	9122
"ENSG00000073792"	"IGF2BP2"	8591
"ENSG00000073803"	"MAP3K13"	17000
"ENSG00000073849"	"ST6GAL1"	22830
"ENSG00000073861"	"TBX21"	3293
"ENSG00000073905"	"VDAC1P1"	847
"ENSG00000073910"	"FRY"	27303
"ENSG00000073921"	"PICALM"	14259
"ENSG00000073969"	"NSF"	5790
"ENSG00000074047"	"GLI2"	16447
"ENSG00000074054"	"CLASP1"	13792
"ENSG00000074071"	"MRPS34"	2701
"ENSG00000074181"	"NOTCH3"	10546
"ENSG00000074201"	"CLNS1A"	7266
"ENSG00000074211"	"PPP2R2C"	14599
"ENSG00000074219"	"TEAD2"	5045
"ENSG00000074266"	"EED"	12312
"ENSG00000074276"	"CDHR2"	6621
"ENSG00000074317"	"SNCB"	4693
"ENSG00000074319"	"TSG101"	6253
"ENSG00000074356"	"NCBP3"	19372
"ENSG00000074370"	"ATP2A3"	13160
"ENSG00000074410"	"CA12"	11129
"ENSG00000074416"	"MGLL"	16112
"ENSG00000074527"	"NTN4"	5550
"ENSG00000074582"	"BCS1L"	9148
"ENSG00000074590"	"NUAK1"	6835
"ENSG00000074603"	"DPP8"	19246
"ENSG00000074621"	"SLC24A1"	16838
"ENSG00000074657"	"ZNF532"	23857
"ENSG00000074660"	"SCARF1"	10786
"ENSG00000074695"	"LMAN1"	6938
"ENSG00000074696"	"HACD3"	11741
"ENSG00000074706"	"IPCEF1"	19498
"ENSG00000074755"	"ZZEF1"	19618
"ENSG00000074771"	"NOX3"	1966
